          x_f      vx_f           y_f      vy_f
-2.126742e-03  0.099440  1.121989e-02 -0.417190
-1.411742e-03 -0.607320 -5.320558e-04 -0.509344
-1.219083e-03 -0.631380  1.968110e-04 -0.289025
 9.914635e-03  0.846280  1.073993e-03 -0.795377
-8.836955e-05 -0.024827  2.111015e-03  0.430427
-5.747187e-03  0.653748 -2.549260e-03 -0.813792
-1.165591e-03 -1.623912 -6.426148e-03 -1.421932
 3.433588e-03  0.561616  4.345013e-03  0.657285
 8.518187e-03  0.488115 -2.453456e-03 -0.366054
-1.363848e-03 -0.448062 -1.317410e-03 -0.462157
-1.469763e-02 -1.306295  4.583489e-03 -0.370137
 3.384673e-03  0.018394  7.852426e-03  0.015986
-6.512429e-03 -1.907528 -1.762200e-02  0.580501
 2.718963e-03 -0.611568 -1.074542e-02 -1.578618
 1.334243e-03 -0.157213  5.151850e-03 -0.868687
 7.340325e-03  0.331938 -3.438783e-03 -0.430129
-3.561658e-04  0.235715 -1.621708e-03  1.082888
-5.828864e-03 -0.604664  5.121561e-03 -0.045355
-1.778983e-02 -0.383909  3.041033e-04 -0.500611
 1.053581e-02  0.787184 -8.678349e-03 -1.005468
 1.753275e-03  0.152551  5.094650e-03 -0.534687
-1.131723e-03  1.806473  1.066203e-02 -0.527512
 7.201988e-03  1.797153 -1.872951e-03 -0.251870
-9.969796e-03 -0.980376 -3.979918e-03 -0.531837
 2.023486e-03  0.335416 -7.162790e-03 -0.792011
 1.363862e-03 -1.033071 -1.021876e-02 -1.181188
-5.605593e-03  1.447683  7.550206e-03  1.016748
-3.680912e-03 -1.781054  7.058450e-04  1.221975
 2.578742e-03 -0.816211  2.455625e-03 -0.517370
 1.046148e-03 -1.070350 -2.189276e-03  0.691788
-1.216517e-02  0.035275  5.501371e-03  0.419980
 9.564960e-03  1.997209 -1.089453e-03 -0.352467
 6.834712e-03 -1.293993 -4.863161e-03 -1.421978
-1.072351e-02 -1.360629  1.279022e-03  0.529472
-1.825632e-03 -1.166379  1.444272e-03 -0.825475
-6.831897e-03  0.248433  2.430016e-03  0.700953
-1.686858e-03  0.277177  1.263249e-03  0.111198
-5.052103e-04 -0.976486 -1.983904e-03 -0.530353
 4.870837e-03  0.642354 -7.018315e-04  0.554836
-6.723457e-03 -1.422162  1.693480e-03  0.935769
 1.485399e-03  1.180189  7.435714e-03  0.501780
 5.929419e-04 -0.094430  1.911100e-03  0.042104
-4.143612e-03 -0.443324  3.564811e-03 -0.008061
 4.762618e-03  0.362890  8.592120e-03  0.661995
 4.467622e-03  0.187162 -2.780122e-05  0.817346
 9.103963e-04 -0.143440  5.066052e-03  1.686520
-1.969083e-03 -0.316280 -5.686575e-04 -0.297466
-6.950784e-04 -0.071679  6.221486e-04  2.871968
-2.791020e-03  2.515866 -8.869485e-04  0.026249
 5.782101e-03 -0.370751 -1.298688e-04  0.022165
-2.600204e-04  0.549832  9.877810e-03  1.603373
 9.723780e-04 -0.834016 -8.422357e-04  0.799160
-1.123496e-03 -1.284387 -3.536703e-04  0.080031
-8.596579e-03 -0.733838 -5.663231e-03 -0.308316
 7.972799e-04 -1.315702  9.290033e-03  0.306954
 9.397884e-03  0.519399 -1.320283e-03 -0.058583
 7.177378e-04 -0.370559 -5.211796e-03 -1.763660
-3.026157e-03 -0.370038  6.226305e-03  0.532743
 2.520376e-04 -0.190009  9.304523e-04 -0.494208
 8.926099e-03  1.240053 -2.619617e-04  1.197864
-5.509100e-04 -0.302179 -1.021970e-02 -0.583969
 3.387401e-03  0.657075  6.127364e-03  0.302811
 9.740421e-03  0.711286 -8.961634e-03  0.848639
-1.371897e-02 -1.713443 -2.158457e-03 -0.338425
 5.937125e-03 -0.428294 -1.051492e-02 -2.169636
-3.560002e-03  0.284986  5.387424e-04  2.595081
-2.320808e-03 -0.486187 -9.525099e-03  2.206539
 1.085011e-02  0.135694  8.566214e-05  0.006461
-1.035961e-02 -0.102763 -2.275527e-03  1.388127
 2.183017e-03 -2.132229 -3.341195e-03  0.164109
 6.785832e-03 -0.209955  2.846371e-03  0.195021
 1.282003e-03 -0.201406  9.767532e-04  0.715579
 3.446933e-03  1.003010 -2.535744e-04  0.449384
-2.002402e-03 -2.624565  4.387200e-03 -0.596592
 1.825631e-04  0.877347  2.871306e-03  0.374635
 2.830649e-04  0.194328  4.219080e-03 -2.808841
-4.813481e-04 -1.255645  5.331935e-03 -0.149445
 6.196763e-03  0.226346  7.415529e-03  0.315347
 1.694271e-04 -0.051152 -4.286322e-03  0.754616
 5.122054e-04  0.515192  2.127526e-03 -1.076066
 8.996237e-03  1.857941 -3.581024e-03  0.121589
 1.879578e-03 -0.240949 -1.963299e-03 -0.254109
 2.500006e-03  0.300063  3.956860e-03 -0.720542
-9.332675e-05 -0.000950  3.225068e-03  0.009380
-3.658369e-04 -1.177585  1.266060e-02  0.838135
 7.480799e-03  0.368719  1.662063e-03  1.727013
-1.561150e-03 -0.260506 -1.198729e-03  0.088366
-1.479502e-03 -0.746740 -1.540363e-03  0.114028
 5.501348e-03 -0.077497 -3.361861e-03  1.406430
 1.165498e-03 -2.221328  1.478553e-02 -0.983856
-2.369667e-03  1.653525  7.225996e-03  0.906165
-7.556864e-03 -0.094309 -4.479351e-03  0.396564
 6.560350e-03  0.601372 -4.274893e-03 -0.540962
-3.086713e-03 -0.125264 -1.025596e-02 -0.184034
-2.554286e-03  2.114237  4.485363e-03  0.784358
-2.846694e-03  2.372808 -1.142476e-02  0.320523
-1.676901e-03  0.410697  1.464343e-03 -1.607988
 5.223516e-03 -0.433221  6.832254e-03  2.457725
-1.861571e-04  0.009992 -7.809879e-03 -0.174422
 2.717258e-03  0.192750  1.044475e-02  1.073589
 1.022152e-02 -0.664411 -1.587965e-04 -0.074094
-2.121736e-03  1.315102  4.747262e-03 -0.543689
 5.770399e-04 -0.093444  7.106755e-03 -0.180924
-1.287012e-03 -0.691069  1.010268e-02  0.779608
-7.624405e-04  0.801055  2.360338e-03 -0.779500
 9.351080e-04 -0.506127 -1.557677e-04  0.752997
 5.403937e-03 -0.433505 -9.408465e-04  0.085718
-2.555089e-03  0.501735 -1.789904e-03 -1.085730
 2.092734e-04  0.042286  6.001305e-03  0.043856
 8.106464e-03  0.596168 -9.093752e-04  0.094322
 1.706689e-03  0.095295  2.082740e-02  1.598764
 6.878037e-04 -0.016660 -1.080539e-02 -0.877689
 3.672377e-06 -0.126923  2.782257e-03 -0.399200
 9.828255e-03  0.426174 -5.241872e-04  0.306439
 1.002561e-03  2.707720  8.764525e-03 -1.332796
-2.194753e-03 -1.577530 -2.893619e-03  0.072986
 1.404762e-02  0.280841  1.155574e-02  0.625830
 1.020463e-02  0.577786 -1.970584e-03  0.349348
 1.336723e-03  0.349729 -1.536154e-03 -0.014907
 9.508866e-03  0.072260  3.087420e-04  0.006142
 3.232931e-03 -0.146553  1.957569e-03 -1.754273
 1.444634e-03  0.092781 -5.910239e-03  0.428154
-2.359130e-03 -0.792180 -2.063429e-03 -2.761019
-7.639766e-03 -0.239081 -6.428182e-03 -0.248785
-4.441400e-03  0.005657 -1.330238e-02 -1.366164
-5.875857e-03  0.056075  7.150584e-03 -0.457683
-6.075277e-04 -1.263198  5.040717e-03 -0.287169
-7.347736e-03 -1.401526  5.750480e-03  1.894162
 6.493705e-04 -1.593886 -3.112566e-03  1.133371
 2.808910e-03 -1.872116  6.171989e-03  1.786945
-1.661624e-03 -0.631985 -9.723193e-04  0.454935
 3.534008e-03  1.068654 -1.068523e-03  1.376188
 1.779726e-03 -0.944857  7.741813e-03  2.376787
 1.230076e-03  0.134916  9.957430e-03  1.708682
-1.095366e-03  1.018536  3.473010e-03 -0.643350
-4.756595e-03 -0.085269 -8.560915e-03  0.374689
-1.908249e-03  0.506119  2.878509e-03 -0.706778
 4.567398e-03  0.500474 -1.292821e-02 -0.362635
 1.150842e-02  0.348995  1.207268e-02  0.779140
 8.121397e-03  0.507661 -2.548140e-03 -1.283804
-3.859495e-04 -0.032000 -6.296242e-04  1.030813
-5.528604e-03  0.344960  7.413088e-03  1.091077
 1.638320e-03  0.251313 -1.490708e-03 -0.224247
 1.375167e-03  0.036931  1.039044e-02  0.311380
-5.621972e-05  0.121798 -1.267028e-03 -0.946918
 1.043129e-02  1.536086 -3.354332e-03 -0.597859
-6.597304e-06 -0.809388 -5.623846e-04  0.583934
 2.939253e-03 -0.917369  4.743407e-04 -0.218506
 1.387448e-03  0.009645  8.646027e-03  0.154596
 4.991940e-03 -0.225597 -5.508911e-03  0.411042
-6.369366e-03  0.831076 -4.083302e-03  0.130854
 1.674486e-03 -0.124897  4.457864e-03 -0.678269
 1.625849e-03  0.676340  3.932726e-03 -2.759750
-6.717578e-03  1.991034 -2.999700e-03  0.565218
 9.482480e-04 -0.350838  2.092526e-03  0.336607
 4.912798e-03  0.492585 -7.839225e-03 -0.038923
-1.233491e-02  0.878811 -8.699035e-03 -0.989793
 2.157983e-03 -0.276204  6.040153e-03  1.157474
-8.135633e-03 -0.090826 -1.669784e-03 -0.629668
-6.704008e-03 -2.450678  2.279466e-03  1.428972
 2.228672e-04  1.066211  1.838844e-03  0.194281
 4.054103e-03  0.490061 -1.427521e-03  0.758113
 1.077599e-02  1.162312  3.360647e-04  0.638054
-2.732799e-03 -0.375080 -1.459433e-03 -0.592041
 1.922392e-03 -0.921964  1.385014e-04  0.333034
 2.705076e-04 -0.666713 -9.766537e-03 -0.517324
 9.496440e-03  0.655515  5.385774e-03  0.324278
 3.960649e-03  0.138263 -1.764926e-03  0.435097
 2.299275e-03 -0.583985 -1.030560e-02 -0.676263
 7.287901e-03  1.711160 -7.612139e-03 -0.749731
-5.216276e-03  0.310977  3.248282e-03 -1.118441
-1.061182e-02 -1.476155  2.992842e-03  0.679129
 3.271377e-03 -0.816815 -1.296575e-03  0.218764
-6.094765e-03 -1.390290 -5.423750e-03 -0.407580
 2.583112e-03 -0.270129  2.168173e-03 -1.355726
 1.404757e-03  1.096198  1.121538e-03 -2.379599
-7.952196e-03 -0.819324  3.093648e-03 -1.384952
 7.584505e-03  0.137907 -4.818533e-03 -0.117002
-7.111193e-04 -0.971071  2.245587e-03  1.663555
 2.739753e-03 -1.584646  1.093937e-02 -2.102121
 2.232348e-03 -0.048716 -9.586285e-04 -1.187625
 1.238922e-02  0.896029 -1.077159e-03 -0.593220
 7.250247e-04  0.052491 -4.709172e-03  0.139273
-1.919766e-04  0.607919 -3.784352e-04 -0.023451
 1.517420e-04 -0.002801 -7.703023e-03  0.143010
 1.665899e-03 -0.338699  8.251818e-03  0.850071
-5.407229e-03  0.382770  4.419067e-03 -1.487697
-7.726397e-04 -0.040432  1.693536e-02  0.419038
 1.452869e-03  0.866280 -2.902176e-03 -0.661766
-2.197463e-03  0.844189  3.102352e-03 -0.744676
 1.857602e-03  0.430988  3.143601e-03 -0.323481
-4.019827e-03 -2.719272  1.632105e-03 -0.150380
 1.613458e-03 -0.986351  8.446991e-04 -0.473514
 1.699520e-03  0.000797  8.382813e-04  0.069304
 1.129587e-02  0.044681 -5.934480e-04 -0.441693
-3.284060e-03 -1.601325  1.550093e-02  1.770726
 1.564349e-03  1.125052  7.768654e-04 -1.917092
 3.124870e-03 -0.265828 -4.417105e-03  0.235693
 3.078264e-03  0.201008 -8.609212e-03 -1.232797
-7.221536e-04  0.297004 -1.793763e-03 -0.498995
 1.702727e-03  0.396035  9.520716e-03  2.212605
 8.656386e-03  0.819925 -3.602620e-04 -0.082434
 1.067092e-02  0.914763 -2.186089e-03 -0.178935
-3.086375e-05 -0.327776 -5.977796e-03  0.539793
-7.126815e-03 -2.010465 -3.248354e-03 -0.607368
 8.956136e-05  0.424205 -1.593781e-02  2.376809
 1.451095e-03  0.829959  1.429735e-03  0.330110
-2.715100e-03  0.824619 -9.597439e-04  0.548523
-8.905214e-03  2.210356 -1.628184e-02  0.406543
 2.289779e-03  0.494078  1.594982e-03  0.719538
-8.698581e-03 -0.024827 -4.446137e-03 -0.024790
-2.705264e-03  0.043285  2.187581e-02  0.264508
-4.209861e-03  0.031428 -6.439082e-03  0.131123
 9.221934e-03  0.508382 -2.568514e-03 -0.151060
 6.418413e-03  0.008052  7.316178e-04 -0.159328
 2.927749e-03  1.434657  1.477461e-03 -1.192185
-3.928258e-03 -1.583684  2.249962e-03 -0.738466
-6.015494e-03 -0.880879  8.282581e-03  0.751724
 4.947026e-03 -0.529939  2.896200e-03  0.084223
 7.981579e-04 -0.927351 -3.845790e-03  0.944475
 8.467618e-03  2.511586 -1.277139e-03 -0.422319
-4.771199e-04 -0.240638  4.242824e-03 -0.305916
-3.060628e-03 -0.272422  1.042091e-02  1.542455
 1.902339e-03 -0.506087  3.688169e-03 -0.669134
-4.167231e-03  0.193272 -7.403929e-04 -0.300603
 9.819630e-04 -0.211878 -1.405180e-03 -2.565188
-3.488950e-03  0.335693  7.255925e-03  0.311082
-5.186665e-03 -0.237777  2.825506e-03  0.685254
 1.114520e-02  1.438574 -9.165707e-04  0.153796
-1.126594e-02 -2.037110 -3.735788e-03 -0.933645
 7.557124e-03  1.244588 -1.217563e-03  0.139291
-2.649441e-05  0.556436  1.787694e-03 -0.792553
 9.541740e-03  0.332103  6.918902e-04  0.023153
 1.380726e-03 -0.549086 -2.519033e-03 -0.572023
-7.550242e-04 -0.151725  7.132183e-03  0.709726
 5.665361e-03 -1.101101  2.765236e-03 -0.736365
-2.096903e-03  0.031849 -8.241911e-03  0.434780
-2.454411e-03 -1.262263  5.660763e-04 -0.621504
 4.020600e-04 -1.565223  5.467563e-03 -0.069479
 1.294744e-03  0.205552 -8.349105e-03 -0.327167
-1.343155e-02 -1.683357 -2.145627e-03  1.037290
-5.277183e-04  0.592633 -9.033368e-05  0.248431
 9.967535e-03  0.590925 -2.319491e-03 -0.368981
-8.152027e-03 -1.378939  6.857280e-03  1.133571
 4.183829e-03  1.541713 -1.332306e-03 -0.255509
 6.584934e-04  0.481447  6.949754e-04 -0.042869
 3.943173e-03 -0.920291  2.426696e-03  2.549890
 5.189912e-04  0.038228 -4.757625e-03 -1.017837
 7.469001e-03 -0.141441 -9.613684e-03 -0.508167
-1.337279e-03  0.522969  9.788645e-03  2.185028
-6.041599e-03 -0.429099  7.158834e-03  0.573954
-5.933008e-03 -0.638930 -9.448150e-03 -1.054109
 4.153456e-03  2.098376 -2.590906e-04  1.163692
-4.185604e-04 -0.657079 -1.275556e-03  0.890512
 2.372350e-03 -0.756825  2.847043e-05  1.206735
 3.113532e-04 -0.741697 -5.997171e-03 -1.455657
 8.257722e-03 -0.495872  4.243295e-03  2.359102
-3.663004e-03  2.318534 -1.327917e-02  1.582968
 4.150669e-03 -0.000995  1.182000e-03  1.546868
 2.346837e-03 -0.680855 -1.806490e-04 -0.514776
 8.655102e-04  0.823958 -5.151203e-03 -0.182069
 7.492989e-03  0.677559 -4.485306e-03 -1.402261
 1.180471e-03 -1.270208  1.002944e-02  0.000943
-3.089736e-03 -2.082827 -3.686178e-03 -0.473141
-6.979643e-03 -1.737327 -7.361378e-03 -1.770613
-5.631435e-03  0.608720  6.460330e-04  2.837417
-6.802764e-04 -0.659855 -1.514365e-03  1.050773
-1.117846e-03 -0.284635  1.093492e-03  1.311314
-5.874995e-03  0.132340  4.768063e-03  0.300356
 4.858853e-03  0.070382  7.524555e-03  0.009195
-3.437561e-03  0.483415 -8.673497e-04  0.348368
-2.151758e-03 -0.447591 -5.562599e-05  0.010647
 4.907819e-03 -2.254328 -2.889849e-03 -1.822045
-1.668024e-02 -1.946267 -3.998285e-03 -0.096520
-1.191574e-03 -0.500722  1.007688e-02  1.262906
-2.272224e-04  0.861132 -1.108899e-02 -1.000431
-2.182853e-03 -0.258064  7.886223e-03  0.113593
-1.207670e-03 -0.235578  5.997756e-04  0.222824
-5.325143e-03 -0.600707 -1.992023e-03  0.470341
-4.498627e-03 -0.881107  6.787455e-03  2.014375
-7.868432e-04 -0.165236 -9.263566e-03 -2.230920
 1.981375e-03 -0.104102  6.665948e-03 -0.277075
 2.310615e-04 -0.324491  2.576125e-03  1.577066
-7.587698e-03  0.158133  3.586668e-03 -0.056830
-1.048682e-03  0.507475  2.074803e-03  1.533238
 1.316312e-03 -0.146045 -1.043800e-02 -0.372033
-3.432659e-03  1.047591  3.667448e-03  2.114335
 9.831628e-03  0.855703 -7.414428e-03  0.642686
 3.057916e-03  0.466452  4.205078e-04 -0.566290
-1.147508e-02  0.061141  1.109857e-03  0.419438
-2.674449e-03 -0.075718  2.333097e-03  0.403729
-7.268830e-03 -2.608074  8.131594e-04 -0.843965
-8.532614e-03 -0.258393  2.265752e-03  0.186167
-3.052678e-03  0.145080  8.587955e-04  0.448244
-3.536471e-03  0.823640 -5.330439e-03  0.175425
 8.686812e-03  0.197738  1.091204e-03 -0.148601
-1.138659e-03 -0.876566 -9.600779e-03 -0.682033
-5.560835e-03  0.147597  6.794229e-03  0.087240
 5.609834e-03 -0.819694 -1.312852e-03  0.189770
 1.505994e-02  0.019100  4.677095e-03 -0.170707
 5.602272e-03 -0.144662  9.835354e-04 -1.367917
 1.694061e-03 -0.275481  4.407211e-04 -0.566787
 6.109143e-04 -0.926874 -2.839249e-03 -2.719592
-2.924309e-03 -0.437462 -1.112648e-03 -0.392599
-6.658642e-04 -0.330469 -3.157124e-03 -1.310963
 5.516641e-04  0.143983  2.398859e-04 -1.037825
 1.400910e-02  0.596536 -2.263968e-03  0.301051
 4.364194e-03 -0.570932  4.494706e-03  0.289750
 5.262892e-03  2.118562 -5.094409e-03 -1.624125
 7.052641e-04 -0.537309 -1.008078e-02  0.623448
-4.755275e-03  0.083402 -8.515221e-04 -0.941245
-1.004387e-02 -0.662435  2.037877e-03  0.122405
-2.882996e-03 -0.401467 -1.186962e-02 -0.842262
 8.736551e-03 -0.377440  6.558683e-03  0.036169
-2.053486e-03 -0.617431  1.478834e-03  0.200093
 5.184453e-03  1.648243 -9.997320e-04  0.172563
